Genomic_position,Tree1,Tree2,Diff_site,Support
1682,-192.78900,-192.65100,-0.13800,Tree2
1683,-122.53400,-122.42100,-0.11300,Tree2
1684,-178.64500,-177.50900,-1.13600,Tree2
1685,-118.59900,-118.66200,0.06300,Tree1
1686,-200.06599,-200.29100,0.22500,Tree1
1687,-97.39830,-97.40290,0.00460,Tree1
1688,-182.52600,-182.71800,0.19200,Tree1
1689,-123.46600,-123.32300,-0.14300,Tree2
1690,-164.81200,-164.15700,-0.65500,Tree2
1691,-87.48600,-87.50050,0.01450,Tree1
1692,-51.32230,-51.33820,0.01590,Tree1
1693,-146.66200,-146.64400,-0.01800,Tree2
1694,-84.36630,-84.33590,-0.03040,Tree2
1695,-196.97600,-196.89101,-0.08500,Tree2
1696,-132.33099,-133.77600,1.44500,Tree1
1697,-97.29900,-97.26470,-0.03430,Tree2
1698,-136.40199,-136.93401,0.53200,Tree1
1699,-153.95399,-153.83800,-0.11600,Tree2
1700,-157.63000,-157.69701,0.06700,Tree1
1701,-100.44200,-101.37800,0.93600,Tree1
1702,-100.12800,-100.11700,-0.01100,Tree2
1703,-159.05000,-159.51500,0.46500,Tree1
1704,-194.17700,-194.44000,0.26300,Tree1
1705,-133.90199,-133.82500,-0.07700,Tree2
1706,-117.93600,-119.48900,1.55300,Tree1
1707,-169.12300,-168.62399,-0.49900,Tree2
1708,-162.95200,-162.89400,-0.05800,Tree2
1709,-187.97600,-188.23199,0.25600,Tree1
1710,-169.64301,-169.12399,-0.51900,Tree2
1711,-188.72400,-188.61301,-0.11100,Tree2
1712,-111.60600,-111.58700,-0.01900,Tree2
1713,-140.75200,-140.99100,0.23900,Tree1
1714,-95.93430,-95.84790,-0.08640,Tree2
1715,-152.50999,-152.53799,0.02800,Tree1
1716,-182.36400,-182.58600,0.22200,Tree1
1717,-104.81300,-104.83000,0.01700,Tree1
1718,-200.08099,-200.28700,0.20600,Tree1
1719,-140.52400,-140.56000,0.03600,Tree1
1720,-189.69400,-190.14700,0.45300,Tree1
1721,-100.61400,-101.84300,1.22900,Tree1
1722,-13.91920,-13.91150,-0.00770,Tree2
1723,-170.24200,-170.12700,-0.11500,Tree2
1724,-163.92799,-164.05200,0.12400,Tree1
1725,-181.92799,-182.13400,0.20600,Tree1
1726,-132.82500,-132.87601,0.05100,Tree1
1727,-196.45799,-196.51900,0.06100,Tree1
1728,-90.62260,-91.52270,0.90010,Tree1
1729,-146.88000,-146.96300,0.08300,Tree1
1730,-112.35000,-112.63100,0.28100,Tree1
1731,-111.32500,-111.39600,0.07100,Tree1
1732,-87.86160,-87.87670,0.01510,Tree1
1733,-16.40800,-16.40380,-0.00420,Tree2
1734,-135.68800,-135.74800,0.06000,Tree1
1735,-161.67900,-162.04401,0.36500,Tree1
1736,-188.92900,-188.08099,-0.84800,Tree2
1737,-147.19901,-147.10001,-0.09900,Tree2
1738,-207.47400,-207.58600,0.11200,Tree1
1739,-145.27499,-145.07600,-0.19900,Tree2
1740,-155.54500,-155.29401,-0.25100,Tree2
1741,-181.81500,-181.86600,0.05100,Tree1
1742,-146.64999,-145.70799,-0.94200,Tree2
1743,-41.68670,-41.68970,0.00300,Tree1
1744,-139.02699,-138.94800,-0.07900,Tree2
1745,-160.97200,-160.65500,-0.31700,Tree2
1746,-133.34500,-134.28300,0.93800,Tree1
1747,-108.46200,-108.49300,0.03100,Tree1
1748,-116.77900,-116.87800,0.09900,Tree1
1749,-175.59300,-175.63000,0.03700,Tree1
1750,-70.39700,-70.40420,0.00720,Tree1
1751,-126.71900,-126.73200,0.01300,Tree1
1752,-182.91200,-183.00900,0.09700,Tree1
1753,-169.67300,-169.77200,0.09900,Tree1
1754,-202.21201,-202.21201,0.00000,Tree1
1755,-158.83900,-158.88100,0.04200,Tree1
1756,-149.01700,-149.05299,0.03600,Tree1
1757,-180.62601,-179.53999,-1.08600,Tree2
1758,-163.00700,-162.92101,-0.08600,Tree2
1759,-147.34900,-147.21899,-0.13000,Tree2
1760,-145.25101,-144.79800,-0.45300,Tree2
1761,-118.47800,-118.52400,0.04600,Tree1
1762,-28.35150,-28.32840,-0.02310,Tree2
1763,-161.04100,-160.87199,-0.16900,Tree2
1764,-168.98900,-169.02901,0.04000,Tree1
1765,-143.80901,-143.83800,0.02900,Tree1
1766,-156.37399,-156.50999,0.13600,Tree1
1767,-154.08900,-154.04201,-0.04700,Tree2
1768,-148.60600,-148.57600,-0.03000,Tree2
1769,-46.53690,-46.58610,0.04920,Tree1
1770,-133.57700,-133.96600,0.38900,Tree1
1771,-123.32400,-123.29700,-0.02700,Tree2
1772,-138.69501,-138.88100,0.18600,Tree1
1773,-148.67599,-149.01900,0.34300,Tree1
1774,-113.09900,-113.17600,0.07700,Tree1
1775,-115.01100,-114.22200,-0.78900,Tree2
1776,-102.79900,-103.05100,0.25200,Tree1
1777,-167.50301,-167.04500,-0.45800,Tree2
1778,-109.12700,-109.48900,0.36200,Tree1
1779,-149.89700,-149.88200,-0.01500,Tree2
1780,-137.08000,-137.27200,0.19200,Tree1
1781,-117.51600,-117.46400,-0.05200,Tree2
1782,-198.36200,-199.46600,1.10400,Tree1
1783,-12.72990,-12.73080,0.00090,Tree1
1784,-76.47870,-76.48920,0.01050,Tree1
1785,-96.99290,-96.98040,-0.01250,Tree2
1786,-13.97380,-13.97450,0.00070,Tree1
1787,-35.18970,-35.18580,-0.00390,Tree2
1788,-160.15199,-160.29300,0.14100,Tree1
1789,-32.52220,-32.53960,0.01740,Tree1
1790,-110.64400,-110.54000,-0.10400,Tree2
1791,-67.72340,-67.59700,-0.12640,Tree2
1792,-73.41290,-73.48540,0.07250,Tree1
1793,-45.85220,-45.83980,-0.01240,Tree2
1794,-140.77699,-141.34100,0.56400,Tree1
1795,-19.72220,-19.72700,0.00480,Tree1
1796,-168.11600,-168.00301,-0.11300,Tree2
1797,-81.86070,-82.24660,0.38590,Tree1
1798,-8.18115,-8.19171,0.01056,Tree1
1799,-168.94901,-172.27600,3.32700,Tree1
1800,-141.38499,-141.67101,0.28600,Tree1
1801,-7.46293,-7.46773,0.00480,Tree1
1802,-6.45412,-6.45994,0.00582,Tree1
1803,-84.21580,-84.24000,0.02420,Tree1
1804,-12.72990,-12.73080,0.00090,Tree1
1805,-83.08460,-83.09190,0.00730,Tree1
1806,-100.92500,-100.90600,-0.01900,Tree2
1807,-68.72100,-68.69770,-0.02330,Tree2
1808,-133.37100,-133.37300,0.00200,Tree1
1809,-126.29000,-126.38200,0.09200,Tree1
1810,-129.59100,-129.63901,0.04800,Tree1
1811,-161.26700,-161.14900,-0.11800,Tree2
1812,-20.19250,-20.04490,-0.14760,Tree2
1813,-74.78760,-74.86200,0.07440,Tree1
1814,-115.44800,-115.32500,-0.12300,Tree2
1815,-126.58100,-126.56300,-0.01800,Tree2
1816,-138.06700,-138.02000,-0.04700,Tree2
1817,-134.47900,-134.40700,-0.07200,Tree2
1818,-131.23700,-131.29800,0.06100,Tree1
1819,-153.86301,-153.28700,-0.57600,Tree2
1820,-148.70599,-148.67200,-0.03400,Tree2
1821,-86.22830,-86.16240,-0.06590,Tree2
1822,-110.57000,-110.53400,-0.03600,Tree2
1823,-83.68310,-83.64870,-0.03440,Tree2
1824,-120.77800,-118.91100,-1.86700,Tree2
1825,-161.73801,-163.32001,1.58200,Tree1
1826,-21.10720,-21.00700,-0.10020,Tree2
1827,-149.03300,-148.96400,-0.06900,Tree2
1828,-43.08980,-43.06690,-0.02290,Tree2
1829,-87.03100,-87.15730,0.12630,Tree1
1830,-166.32300,-166.36501,0.04200,Tree1
1831,-92.10770,-92.04920,-0.05850,Tree2
1832,-183.72200,-183.05800,-0.66400,Tree2
1833,-79.97630,-80.01840,0.04210,Tree1
1834,-50.43810,-50.40820,-0.02990,Tree2
1835,-178.00999,-177.61200,-0.39800,Tree2
1836,-200.20700,-201.76199,1.55500,Tree1
1837,-50.59610,-50.61790,0.02180,Tree1
1838,-145.26900,-145.18800,-0.08100,Tree2
1839,-186.10400,-185.96500,-0.13900,Tree2
1840,-165.71500,-167.41600,1.70100,Tree1
1841,-184.09500,-183.88000,-0.21500,Tree2
1842,-121.83400,-123.16900,1.33500,Tree1
1843,-54.05550,-54.06090,0.00540,Tree1
1844,-171.45700,-171.12500,-0.33200,Tree2
1845,-77.26630,-75.09860,-2.16770,Tree2
1846,-125.03400,-125.04300,0.00900,Tree1
1847,-98.71140,-98.71570,0.00430,Tree1
1848,-149.79500,-149.90800,0.11300,Tree1
1849,-119.05700,-118.70600,-0.35100,Tree2
1850,-99.14430,-99.16000,0.01570,Tree1
1851,-141.89301,-141.90700,0.01400,Tree1
1852,-173.52200,-173.43600,-0.08600,Tree2
1853,-108.36000,-108.47600,0.11600,Tree1
1854,-139.57600,-139.22400,-0.35200,Tree2
1855,-98.94520,-98.94550,0.00030,Tree1
1856,-20.11550,-20.00290,-0.11260,Tree2
1857,-141.20100,-140.37801,-0.82300,Tree2
1858,-135.23900,-134.92101,-0.31800,Tree2
1859,-69.38650,-69.40750,0.02100,Tree1
1860,-148.62000,-148.86200,0.24200,Tree1
1861,-110.75700,-110.70600,-0.05100,Tree2
1862,-84.50620,-84.48880,-0.01740,Tree2
1863,-130.61600,-130.18800,-0.42800,Tree2
1864,-80.90760,-80.93680,0.02920,Tree1
1865,-93.30100,-93.15810,-0.14290,Tree2
1866,-96.07440,-96.13490,0.06050,Tree1
1867,-135.03700,-134.66600,-0.37100,Tree2
1868,-96.06790,-96.01780,-0.05010,Tree2
1869,-134.19701,-134.37500,0.17800,Tree1
1870,-137.13600,-137.07600,-0.06000,Tree2
1871,-152.02400,-152.35001,0.32600,Tree1
1872,-138.30000,-137.68300,-0.61700,Tree2
1873,-141.14500,-141.13600,-0.00900,Tree2
1874,-137.99100,-138.12000,0.12900,Tree1
1875,-90.37660,-90.79340,0.41680,Tree1
1876,-134.55000,-134.46600,-0.08400,Tree2
1877,-166.86900,-166.41901,-0.45000,Tree2
1878,-55.62050,-55.65020,0.02970,Tree1
1879,-125.20400,-124.40300,-0.80100,Tree2
1880,-85.21120,-85.24840,0.03720,Tree1
1881,-179.11900,-179.39200,0.27300,Tree1
1882,-159.64999,-159.56599,-0.08400,Tree2
1883,-75.94470,-75.93970,-0.00500,Tree2
1884,-154.57600,-154.57500,-0.00100,Tree2
1885,-81.79260,-81.80910,0.01650,Tree1
1886,-160.20200,-160.09900,-0.10300,Tree2
1887,-154.84500,-154.90900,0.06400,Tree1
1888,-118.10500,-118.09000,-0.01500,Tree2
1889,-160.90401,-160.98300,0.07900,Tree1
1890,-63.76050,-63.68660,-0.07390,Tree2
1891,-182.32201,-182.60600,0.28400,Tree1
1892,-54.78760,-54.80860,0.02100,Tree1
1893,-190.82401,-190.48599,-0.33800,Tree2
1894,-74.92790,-74.86170,-0.06620,Tree2
1895,-110.12700,-110.44400,0.31700,Tree1
1896,-128.94701,-128.94901,0.00200,Tree1
1897,-134.60600,-134.63699,0.03100,Tree1
1898,-110.63100,-110.40300,-0.22800,Tree2
1899,-127.95400,-127.93600,-0.01800,Tree2
1900,-64.78880,-64.81750,0.02870,Tree1
1901,-77.64360,-77.61280,-0.03080,Tree2
1902,-103.53400,-103.55400,0.02000,Tree1
1903,-87.87830,-87.93480,0.05650,Tree1
1904,-63.45310,-63.34420,-0.10890,Tree2
1905,-107.37900,-107.33600,-0.04300,Tree2
1906,-99.72100,-99.31780,-0.40320,Tree2
1907,-76.75270,-76.80070,0.04800,Tree1
1908,-50.90880,-50.87960,-0.02920,Tree2
1909,-104.96100,-103.57200,-1.38900,Tree2
1910,-136.53000,-136.44701,-0.08300,Tree2
1911,-73.84300,-73.84710,0.00410,Tree1
1912,-101.16800,-100.96400,-0.20400,Tree2
1913,-82.77820,-82.25710,-0.52110,Tree2
1914,-109.07500,-109.13200,0.05700,Tree1
1915,-146.81500,-146.97400,0.15900,Tree1
1916,-157.54300,-157.53200,-0.01100,Tree2
1917,-160.24400,-160.38800,0.14400,Tree1
1918,-140.31500,-140.12500,-0.19000,Tree2
1919,-107.06600,-106.95700,-0.10900,Tree2
1920,-164.52800,-162.46500,-2.06300,Tree2
1921,-55.96650,-55.89960,-0.06690,Tree2
1922,-117.12900,-117.08700,-0.04200,Tree2
1923,-25.73710,-25.63170,-0.10540,Tree2
1924,-99.46500,-99.44320,-0.02180,Tree2
1925,-155.59599,-154.42101,-1.17500,Tree2
1926,-178.73700,-178.32899,-0.40800,Tree2
1927,-130.40401,-130.37000,-0.03400,Tree2
1928,-65.22470,-65.23770,0.01300,Tree1
1929,-119.40500,-119.64700,0.24200,Tree1
1930,-113.08800,-113.18500,0.09700,Tree1
1931,-166.22800,-166.25800,0.03000,Tree1
1932,-135.02000,-135.25600,0.23600,Tree1
1933,-152.97501,-153.78600,0.81100,Tree1
1934,-112.33700,-112.22500,-0.11200,Tree2
1935,-38.97420,-38.87280,-0.10140,Tree2
1936,-168.59801,-168.59900,0.00100,Tree1
1937,-159.05901,-160.02400,0.96500,Tree1
1938,-83.93100,-83.97560,0.04460,Tree1
1939,-149.99800,-150.15300,0.15500,Tree1
1940,-161.04401,-160.96600,-0.07800,Tree2
1941,-157.48599,-157.53000,0.04400,Tree1
1942,-102.45500,-102.51000,0.05500,Tree1
1943,-108.07300,-108.05900,-0.01400,Tree2
1944,-123.21200,-123.21400,0.00200,Tree1
1945,-158.43201,-158.39600,-0.03600,Tree2
1946,-153.34399,-153.37900,0.03500,Tree1
1947,-71.92960,-71.96800,0.03840,Tree1
1948,-28.05650,-27.94860,-0.10790,Tree2
1949,-135.79401,-135.84801,0.05400,Tree1
1950,-160.77499,-160.86400,0.08900,Tree1
1951,-142.96400,-142.96400,0.00000,Tree1
1952,-202.72400,-201.86501,-0.85900,Tree2
1953,-150.65500,-150.60800,-0.04700,Tree2
1954,-167.30099,-167.17300,-0.12800,Tree2
1955,-120.67900,-120.67800,-0.00100,Tree2
1956,-207.84599,-207.45500,-0.39100,Tree2
1957,-165.51500,-165.62399,0.10900,Tree1
1958,-182.57401,-182.45799,-0.11600,Tree2
1959,-108.14200,-108.05400,-0.08800,Tree2
1960,-181.99200,-181.97501,-0.01700,Tree2
1961,-162.74001,-162.67999,-0.06000,Tree2
1962,-184.03799,-183.83800,-0.20000,Tree2
1963,-157.38100,-157.50800,0.12700,Tree1
1964,-118.82200,-118.82500,0.00300,Tree1
1965,-147.03500,-146.95700,-0.07800,Tree2
1966,-148.26500,-148.37300,0.10800,Tree1
1967,-111.35000,-111.36000,0.01000,Tree1
1968,-106.96400,-107.13200,0.16800,Tree1
1969,-167.71100,-167.66901,-0.04200,Tree2
1970,-164.51100,-163.58000,-0.93100,Tree2
1971,-148.75301,-148.82600,0.07300,Tree1
1972,-115.90900,-115.84800,-0.06100,Tree2
1973,-179.53700,-180.08800,0.55100,Tree1
1974,-97.31890,-97.28300,-0.03590,Tree2
1975,-163.47000,-163.46100,-0.00900,Tree2
1976,-138.02499,-137.81000,-0.21500,Tree2
1977,-150.67400,-150.67400,0.00000,Tree1
1978,-167.48500,-167.37199,-0.11300,Tree2
1979,-133.08200,-133.01601,-0.06600,Tree2
1980,-84.06990,-84.02020,-0.04970,Tree2
1981,-167.35100,-167.39600,0.04500,Tree1
1982,-173.93500,-174.10899,0.17400,Tree1
1983,-190.99200,-191.01801,0.02600,Tree1
1984,-146.92999,-146.94200,0.01200,Tree1
1985,-96.27150,-96.54030,0.26880,Tree1
1986,-133.52200,-133.54700,0.02500,Tree1
1987,-63.28030,-63.27710,-0.00320,Tree2
1988,-114.77100,-114.78400,0.01300,Tree1
1989,-50.06180,-50.09310,0.03130,Tree1
1990,-118.69600,-118.63700,-0.05900,Tree2
1991,-107.05700,-107.00000,-0.05700,Tree2
1992,-132.14400,-132.08099,-0.06300,Tree2
1993,-101.82000,-101.74400,-0.07600,Tree2
1994,-98.86860,-98.86970,0.00110,Tree1
1995,-76.38300,-76.37840,-0.00460,Tree2
1996,-140.06300,-139.12500,-0.93800,Tree2
1997,-51.23980,-51.22760,-0.01220,Tree2
1998,-126.60300,-126.81000,0.20700,Tree1
1999,-94.59300,-94.50680,-0.08620,Tree2
2000,-118.41300,-118.51400,0.10100,Tree1
2001,-121.21400,-121.22400,0.01000,Tree1
2002,-176.30800,-175.96600,-0.34200,Tree2
2003,-177.59100,-177.28999,-0.30100,Tree2
2004,-114.13800,-114.12500,-0.01300,Tree2
2005,-152.74600,-152.57300,-0.17300,Tree2
2006,-165.90300,-165.89200,-0.01100,Tree2
2007,-145.81200,-145.48801,-0.32400,Tree2
2008,-122.39400,-122.48000,0.08600,Tree1
2009,-24.36500,-24.39340,0.02840,Tree1
2010,-152.43300,-152.62801,0.19500,Tree1
2011,-97.50060,-97.29940,-0.20120,Tree2
2012,-50.16810,-50.11310,-0.05500,Tree2
2013,-99.09190,-99.10840,0.01650,Tree1
2014,-83.62180,-84.09910,0.47730,Tree1
2015,-94.73950,-94.75890,0.01940,Tree1
2016,-85.20560,-85.19780,-0.00780,Tree2
2017,-135.47501,-135.02499,-0.45000,Tree2
2018,-109.41500,-109.39000,-0.02500,Tree2
2019,-48.37880,-48.48180,0.10300,Tree1
2020,-42.32370,-42.31690,-0.00680,Tree2
2021,-58.91010,-60.24830,1.33820,Tree1
2022,-25.26650,-25.23090,-0.03560,Tree2
2023,-116.23100,-116.10800,-0.12300,Tree2
2024,-17.67080,-17.70120,0.03040,Tree1
2025,-18.61410,-18.61840,0.00430,Tree1
2026,-7.04054,-7.06779,0.02725,Tree1
2027,-132.28700,-132.14600,-0.14100,Tree2
2028,-132.47800,-131.95700,-0.52100,Tree2
2029,-126.99200,-126.83800,-0.15400,Tree2
2030,-18.39260,-18.41840,0.02580,Tree1
2031,-99.10220,-99.13110,0.02890,Tree1
2032,-151.38400,-151.47099,0.08700,Tree1
2033,-137.29201,-140.24400,2.95200,Tree1
2034,-151.69299,-151.33099,-0.36200,Tree2
2035,-139.91200,-140.39000,0.47800,Tree1
2036,-88.38700,-88.44860,0.06160,Tree1
2037,-92.29610,-93.56930,1.27320,Tree1
2038,-167.00700,-167.00800,0.00100,Tree1
2039,-154.71600,-154.36099,-0.35500,Tree2
2040,-135.81000,-135.66400,-0.14600,Tree2
2041,-109.13700,-109.01200,-0.12500,Tree2
2042,-181.55901,-181.63100,0.07200,Tree1
2043,-165.18700,-165.29601,0.10900,Tree1
2044,-98.86410,-98.84100,-0.02310,Tree2
2045,-182.93500,-183.00400,0.06900,Tree1
2046,-7.96128,-7.98451,0.02323,Tree1
2047,-73.65940,-73.70790,0.04850,Tree1
2048,-171.69501,-171.64500,-0.05000,Tree2
2049,-7.96128,-7.98451,0.02323,Tree1
2050,-129.88600,-130.22301,0.33700,Tree1
2051,-151.61099,-151.68300,0.07200,Tree1
2052,-172.84599,-172.62399,-0.22200,Tree2
2053,-168.28700,-167.87900,-0.40800,Tree2
2054,-95.36940,-95.38590,0.01650,Tree1
2055,-132.00700,-132.13499,0.12800,Tree1
2056,-23.86170,-23.87110,0.00940,Tree1
2057,-178.66100,-178.69299,0.03200,Tree1
2058,-126.54000,-126.49900,-0.04100,Tree2
2059,-122.73100,-122.37400,-0.35700,Tree2
2060,-23.84220,-23.83270,-0.00950,Tree2
2061,-46.21900,-46.83160,0.61260,Tree1
2062,-19.92060,-19.91530,-0.00530,Tree2
2063,-188.29100,-188.67799,0.38700,Tree1
2064,-15.94120,-15.95810,0.01690,Tree1
2065,-155.54300,-155.21001,-0.33300,Tree2
2066,-112.47700,-112.43900,-0.03800,Tree2
2067,-15.41810,-15.43510,0.01700,Tree1
2068,-117.37400,-117.39000,0.01600,Tree1
2069,-167.06000,-166.89700,-0.16300,Tree2
2070,-147.45900,-145.53000,-1.92900,Tree2
2071,-92.40570,-92.22710,-0.17860,Tree2
2072,-71.38770,-71.33420,-0.05350,Tree2
2073,-25.91480,-25.90280,-0.01200,Tree2
2074,-68.68670,-68.64030,-0.04640,Tree2
2075,-54.88260,-54.85650,-0.02610,Tree2
2076,-88.87550,-89.21670,0.34120,Tree1
2077,-173.16800,-173.25900,0.09100,Tree1
2078,-90.06080,-90.03050,-0.03030,Tree2
2079,-186.06300,-186.17300,0.11000,Tree1
2080,-69.20740,-69.17630,-0.03110,Tree2
2081,-137.61700,-136.73599,-0.88100,Tree2
2082,-140.92700,-141.08701,0.16000,Tree1
2083,-97.51680,-97.87370,0.35690,Tree1
2084,-108.05900,-108.08100,0.02200,Tree1
2085,-139.46001,-139.28101,-0.17900,Tree2
2086,-122.31400,-122.66500,0.35100,Tree1
2087,-155.61200,-156.40100,0.78900,Tree1
2088,-103.30200,-103.15100,-0.15100,Tree2
2089,-128.66499,-127.81900,-0.84600,Tree2
2090,-137.94901,-137.90500,-0.04400,Tree2
2091,-100.37200,-100.33100,-0.04100,Tree2
2092,-129.84500,-128.69099,-1.15400,Tree2
2093,-57.81970,-57.80870,-0.01100,Tree2
2094,-149.04700,-148.99800,-0.04900,Tree2
2095,-89.03090,-89.05340,0.02250,Tree1
2096,-115.11800,-115.34900,0.23100,Tree1
2097,-145.17900,-145.88400,0.70500,Tree1
2098,-117.60700,-117.60900,0.00200,Tree1
2099,-130.08900,-130.21899,0.13000,Tree1
2100,-81.03690,-81.03560,-0.00130,Tree2
2101,-110.33700,-110.33200,-0.00500,Tree2
2102,-142.41499,-142.43900,0.02400,Tree1
2103,-112.90100,-112.94500,0.04400,Tree1
2104,-156.44099,-157.21001,0.76900,Tree1
2105,-133.42999,-132.60699,-0.82300,Tree2
2106,-110.86200,-110.95000,0.08800,Tree1
2107,-143.29500,-143.21100,-0.08400,Tree2
2108,-106.60000,-106.94700,0.34700,Tree1
2109,-152.30099,-152.16100,-0.14000,Tree2
2110,-137.64301,-137.88600,0.24300,Tree1
2111,-98.50530,-98.57380,0.06850,Tree1
2112,-171.28400,-171.38100,0.09700,Tree1
2113,-96.09770,-94.55260,-1.54510,Tree2
2114,-159.95399,-159.74400,-0.21000,Tree2
2115,-30.56560,-30.56440,-0.00120,Tree2
2116,-130.69701,-130.86099,0.16400,Tree1
2117,-102.52200,-102.35500,-0.16700,Tree2
2118,-154.16100,-154.27400,0.11300,Tree1
2119,-53.83220,-53.81490,-0.01730,Tree2
2120,-8.69303,-8.73498,0.04195,Tree1
2121,-109.24300,-109.26000,0.01700,Tree1
2122,-133.66499,-133.68300,0.01800,Tree1
2123,-136.57899,-136.54500,-0.03400,Tree2
2124,-147.41299,-147.56500,0.15200,Tree1
2125,-120.32100,-120.36400,0.04300,Tree1
2126,-164.65700,-164.68100,0.02400,Tree1
2127,-62.15760,-62.20650,0.04890,Tree1
2128,-104.67800,-104.73600,0.05800,Tree1
2129,-122.51500,-122.62100,0.10600,Tree1
2130,-100.83700,-100.70000,-0.13700,Tree2
2131,-17.22280,-17.22710,0.00430,Tree1
2132,-77.05920,-77.16860,0.10940,Tree1
2133,-46.94080,-46.90180,-0.03900,Tree2
2134,-95.54330,-94.68550,-0.85780,Tree2
2135,-84.47610,-84.40740,-0.06870,Tree2
2136,-48.17750,-48.21530,0.03780,Tree1
2137,-14.70840,-14.74550,0.03710,Tree1
2138,-31.56290,-31.54790,-0.01500,Tree2
2139,-166.38800,-166.36200,-0.02600,Tree2
2140,-50.75930,-50.78200,0.02270,Tree1
2141,-6.86813,-6.89178,0.02365,Tree1
2142,-25.05020,-25.03060,-0.01960,Tree2
2143,-53.79310,-53.84990,0.05680,Tree1
2144,-64.99800,-65.03810,0.04010,Tree1
2145,-43.17330,-43.14500,-0.02830,Tree2
2146,-82.27140,-82.26870,-0.00270,Tree2
2147,-6.83144,-6.85461,0.02317,Tree1
2148,-131.59500,-129.85001,-1.74500,Tree2
2149,-93.44810,-93.81130,0.36320,Tree1
2150,-78.25210,-78.22000,-0.03210,Tree2
2151,-94.74690,-94.69340,-0.05350,Tree2
2152,-40.80620,-40.77070,-0.03550,Tree2
2153,-108.71100,-108.62700,-0.08400,Tree2
2154,-64.32140,-64.35640,0.03500,Tree1
2155,-61.97610,-62.04350,0.06740,Tree1
2156,-76.16590,-76.16330,-0.00260,Tree2
2157,-61.68630,-63.16640,1.48010,Tree1
2158,-6.81138,-6.83423,0.02285,Tree1
2159,-96.60940,-96.60800,-0.00140,Tree2
2160,-125.94000,-123.79100,-2.14900,Tree2
2161,-103.56000,-106.17900,2.61900,Tree1
2162,-90.68380,-89.59570,-1.08810,Tree2
2163,-147.52499,-147.43500,-0.09000,Tree2
2164,-62.42440,-62.48340,0.05900,Tree1
2165,-128.12601,-128.20500,0.07900,Tree1
2166,-142.50700,-142.28999,-0.21700,Tree2
2167,-148.94099,-146.54900,-2.39200,Tree2
2168,-67.15730,-67.13610,-0.02120,Tree2
2169,-31.80440,-31.78780,-0.01660,Tree2
2170,-64.59520,-64.29170,-0.30350,Tree2
2171,-60.94720,-60.98080,0.03360,Tree1
2172,-117.46100,-117.47000,0.00900,Tree1
2173,-135.10300,-135.14700,0.04400,Tree1
2174,-118.92500,-118.84900,-0.07600,Tree2
2175,-59.49690,-59.52050,0.02360,Tree1
2176,-113.17500,-113.09100,-0.08400,Tree2
2177,-165.42200,-166.67999,1.25800,Tree1
2178,-96.16530,-97.34900,1.18370,Tree1
2179,-136.81200,-137.48599,0.67400,Tree1
2180,-92.01060,-92.06190,0.05130,Tree1
2181,-161.09300,-161.02200,-0.07100,Tree2
2182,-180.10100,-180.09599,-0.00500,Tree2
2183,-100.35700,-100.35300,-0.00400,Tree2
2184,-93.03580,-93.12550,0.08970,Tree1
2185,-139.34500,-139.39101,0.04600,Tree1
2186,-102.02500,-102.17200,0.14700,Tree1
2187,-142.76700,-142.18401,-0.58300,Tree2
2188,-67.63290,-67.73380,0.10090,Tree1
2189,-21.86720,-21.88730,0.02010,Tree1
2190,-28.32810,-28.32500,-0.00310,Tree2
2191,-79.53310,-79.56400,0.03090,Tree1
2192,-32.88210,-32.84170,-0.04040,Tree2
2193,-93.63800,-93.62890,-0.00910,Tree2
2194,-115.33700,-115.20400,-0.13300,Tree2
2195,-74.50350,-74.53730,0.03380,Tree1
2196,-81.73730,-81.71780,-0.01950,Tree2
2197,-121.29400,-120.57200,-0.72200,Tree2
2198,-94.14700,-94.09530,-0.05170,Tree2
2199,-58.31930,-58.23870,-0.08060,Tree2
2200,-88.15370,-88.07790,-0.07580,Tree2
2201,-66.07240,-66.09600,0.02360,Tree1
2202,-45.12450,-45.07570,-0.04880,Tree2
2203,-29.53280,-29.50990,-0.02290,Tree2
2204,-57.14750,-57.19290,0.04540,Tree1
2205,-25.26170,-25.28070,0.01900,Tree1
2206,-15.03700,-15.04220,0.00520,Tree1
2207,-101.98300,-101.88600,-0.09700,Tree2
2208,-65.56000,-65.63920,0.07920,Tree1
2209,-94.16320,-93.98850,-0.17470,Tree2
2210,-96.99490,-97.00150,0.00660,Tree1
2211,-8.73529,-8.77772,0.04243,Tree1
2212,-51.35770,-51.38620,0.02850,Tree1
2213,-155.91901,-156.63100,0.71200,Tree1
2214,-124.76100,-124.77400,0.01300,Tree1
2215,-108.01500,-107.96200,-0.05300,Tree2
2216,-107.78100,-107.80500,0.02400,Tree1
2217,-94.99220,-95.01700,0.02480,Tree1
2218,-8.18632,-8.22427,0.03795,Tree1
2219,-44.71330,-44.65810,-0.05520,Tree2
2220,-40.78200,-40.76800,-0.01400,Tree2
2221,-99.62570,-99.25410,-0.37160,Tree2
2222,-53.97090,-53.94410,-0.02680,Tree2
2223,-13.03330,-13.06070,0.02740,Tree1
2224,-98.20670,-98.18220,-0.02450,Tree2
2225,-186.36800,-186.35899,-0.00900,Tree2
2226,-97.77840,-97.76990,-0.00850,Tree2
2227,-62.46560,-62.48380,0.01820,Tree1
2228,-132.24699,-132.22000,-0.02700,Tree2
2229,-53.07380,-53.22070,0.14690,Tree1
